col1,col2,col3,col4,col5,col6,col7,col8,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
0,0.509,0.54,0.422,4288.9,0.016,0.005,1.566,0.001,1273.606,6.084,0.455,1.974,0.148,2.806,0.036,1.97,2.997,0.022
0,4.407,0.895,0.011,278,0.794,0.483,0.438,0.171,440.553,1.837,1.389,3.087,0.075,3.004,2.466,0.216,0.942,0.205
0.127,3.893,1.551,0.201,241.8,0.384,0.675,0.379,0.245,1641.726,4.641,0.46,0.113,0.321,0.385,1.528,0.006,0,0.247
9.983,0.415,0.603,2.488,6494.1,0.726,3.171,0.543,0.045,3365.845,2.929,1.268,0.448,0.054,1.13,0.284,2.909,6.169,2.908
0.016,5.727,1.894,1.652,6638.4,0.486,0.241,0.07,0.522,2727.79,19.166,0.09,0.861,0.311,0.133,2.902,2.142,3.254,0
0.275,0.242,0.035,0.943,382.7,0.33,0.375,0.001,1.907,79.946,0.015,0.314,0.325,2.258,5.796,1.076,0.389,0.463,0.301
0.048,0.624,0.1,0.31,851.5,1.602,3.974,0.15,2.086,153.371,2.279,0.287,0.082,0.894,0.898,3.993,1.316,0.438,2.237
0.229,0.98,0.624,0.364,970.5,0.622,0.028,0.508,0.185,37.091,3.024,1.007,0.519,0.939,0.042,1.478,0.015,0.452,2.662
25.914,3.403,3.227,0.008,1017.4,0.005,0.352,1.008,2.508,16.792,6.266,0.067,0.001,0.947,1.263,0.035,0.185,0.245,4.802
0.268,1.353,3.973,0.084,636.9,1.367,0.19,2.434,0.006,63.063,0.09,1.05,0.031,1.855,1.332,0.192,0.584,1.002,3.23
0.199,1.555,1.191,0.074,737,0.05,0.107,0.027,0.359,492.801,3.421,1.399,0.172,0.648,0.05,3.195,0.93,0.247,1.18
0,0.122,0.118,2.313,5652,5.811,1.102,0.093,0.505,65.458,3.299,0.389,0.637,0.108,1.422,1.731,1.612,5.1,2.485
0.005,2.26,0.101,0.141,955.8,0.595,0.316,6.213,0.008,2324.562,0.19,0.53,0.169,1.934,0.393,0.524,0.214,1.549,1.011
0,5.14,2.246,0.006,178.6,3.686,0.033,1.456,0.722,617.002,2.543,0.025,2.65,0.041,0.145,0.651,1.528,0.835,0.008
101.886,0.152,1.433,0.464,4116.3,0.029,0.003,0.034,0.205,0.158,4.611,2.527,0.569,0.553,0.002,4.779,0.131,3.125,0.021
4.019,2.158,0.247,0.692,754,0.442,0.284,2.696,0.146,206.421,4.209,0.409,0.548,0.159,0.667,0.317,0.004,0.206,0.167
0.001,0.003,0.461,0.14,22.5,0.876,1.021,0.161,0.022,1199.391,0.007,0.192,0.04,0.006,0.387,0.011,5.205,0.023,0.238
0.037,0.884,0.812,2.556,2605.3,2.917,1.503,0.426,1.458,201.051,0.386,0.008,0.798,0.003,0.034,3.567,0.124,2.879,0.897
0.092,0.017,0.404,0.7,153.3,0.108,0.197,1.29,1.814,3335.163,0.213,0.001,0.783,0.835,1.093,0.037,0.118,0.108,5.662
0,2.603,0.367,0.008,1225.9,0.067,0.112,2.909,0.28,1994.105,5.712,0.114,0.148,1.06,0.921,1.714,1.183,0.409,0.017
0.008,5.839,0.807,0.001,140,0.114,1.663,0.198,0.078,85.528,3.125,0.109,0.013,4.742,1.666,0.179,0.052,0.817,1.623
2.799,0.787,1.411,0.068,846.3,0.852,0.04,3.867,0.89,306.319,0.002,0.984,0.091,0.257,7.681,0.313,0.632,1.1,0.056
0.269,0.036,1.609,1.265,4192.6,0.978,0.022,0.054,3.129,44.748,3.963,3.082,1.71,3.302,0.392,1.171,4.094,3.353,0.76
1.072,0.4,0.663,2.059,269.5,0.377,0,2.299,1.809,58.597,1.025,0.222,5.727,0.106,0.062,0.497,0,0.108,0.062
14.727,2.834,0.471,0.292,7110.4,1.81,0.085,1.176,0.178,83.927,14.753,0.536,0.005,0.043,0.038,1.255,0.022,4.207,1.251
1.042,0.446,0.288,0,625.3,0.162,0.31,0.062,0.788,323.887,1.653,0.385,0.066,1.582,0.716,0.002,3.818,0.324,4.942
0.007,5.491,0.344,1.221,1288.9,1.07,0.199,0.122,0.513,933.578,1.052,0.118,2.207,0.023,0,0.806,0.384,2.51,0.647
0.002,0.049,0.22,0.681,172.2,3.683,0.019,1.199,0.714,311.479,0.031,0.374,0.092,0.771,0.567,0.173,2.506,0.186,0.637
2.613,2.004,0.07,0.006,1652.2,1.094,0.211,0.005,0.453,967.124,0.007,2.116,0.09,0.033,0.1,2.063,0.001,2.268,1.773
1.468,3.225,1.558,0.605,353.6,1.58,0.699,1.282,0.511,472.2,1.064,0.443,0.408,3.945,0.128,0.393,0.578,0.925,0.076
9.944,2.326,0.004,2.629,1943.7,0.067,0.242,2.979,0.758,0.809,0.007,0.312,0.547,3.978,1.125,4.965,0.549,2.661,0.005
224.68,1.703,1.323,0.143,180.1,0.988,0.001,3.15,0.565,9447.086,0.572,3.34,0.106,0.125,0.07,0.115,0.208,0.479,3.145
0.018,0.103,0.049,2.239,0,0.75,0.73,1.686,4.203,7.489,0.081,0.811,0.064,0.015,1.756,1.867,0.183,0.005,0.043
1.248,3.294,0.047,0.985,17.2,1.606,3.088,2.384,0.06,118.885,2.135,1.062,0.153,0.332,1.215,1.314,3.254,0.294,1.424
0.871,1.351,0.482,0.982,2856,0.01,0.385,0.031,0.229,1818.152,6.337,0.348,0.368,0.44,0.287,1.942,0.093,1.633,2.304
7.171,5.959,0.313,3.671,5129.2,0.442,1.087,0.517,2.739,827.467,17.155,0.484,0.525,0.065,0.064,0.245,0.069,2.272,2.509
20.48,1.37,0.678,0.001,3957.1,2.449,0.371,0.319,0.027,989.975,7.791,0.368,0.215,0.379,0.433,0.2,0.181,2.402,0.321
1.445,2.563,0.594,1.188,2234.8,0.261,0.134,0.04,0.031,364.518,7.425,0.629,0.09,0.919,0.322,0.859,0.151,0.995,1.497
8.54,3.394,0.169,2.287,5740.2,0.052,1.039,0.003,1.797,233.782,13.971,0.925,1.617,0.009,0.873,0.168,0.358,3.12,0.031
0.911,3.855,0.814,0.378,1601.9,0.113,1.299,0.728,3.354,305.538,0.335,0.636,0.151,1.269,0.003,0.956,1.168,2.609,1.491
2.387,0.874,0.332,0.778,654.9,0.525,6.239,2.128,6.035,1186.556,0.008,0.96,2.771,0.011,4.641,0.111,0.539,0.918,0.201
0.064,0.874,0.535,0.082,1313.1,0.032,0.064,0.038,1.49,581.913,0.044,0.006,0.029,0.445,0.276,1.001,1.137,1.605,0.876
0.121,1.253,0.905,0.004,120,0.303,2.586,0.051,0.312,3579.929,1.644,0.068,0.37,0.199,0.019,0.25,1.575,0.003,3.011
0.006,0.7,0.916,0.574,1587,0.006,0.393,2.437,0.023,4.897,3.424,0.028,1.918,0.005,0.595,0.041,0.701,0.921,0.063
3.607,0.342,2.987,0.968,401.7,1.671,2.408,0.47,1.602,991.112,1.153,0.147,0.323,0.445,0.138,0.122,1.7,0.198,2.008
0.001,0.82,1.311,0.176,1768.1,0.432,0.48,0.193,0.007,1466.753,0.158,0.71,0.301,1.433,0,2.143,0.03,2.04,0.039
0.004,0.225,1.417,0.602,363.4,5.363,0.013,1.367,6.344,1278.947,0.016,0.301,0.011,0.295,1.841,0.305,5.198,0.439,1.283
1.026,1.792,1.14,0.409,1564.1,0.856,0.503,2.549,0.302,0.044,0.002,0.079,0.344,0.342,0.642,1.903,1.543,2.121,0.262
0.223,0.266,0.376,1.558,2936.1,1.053,0.05,0.009,6.523,493.224,1.164,1.281,0.178,0.429,1.956,0.459,3.086,2.853,0.023
0.04,1.633,1.347,1.705,986,0.326,2.881,3.022,0.003,47.591,0.051,0.304,1.974,0.447,0.038,0.061,0.195,1.455,0.029
0.274,1.228,5.582,1.071,1160.4,1.628,0.006,0.739,0.756,12.519,0,0.543,0.052,0.298,0.037,2.619,0.14,1.548,0.091
9.319,1.942,1.7,0,218.4,0.141,4.966,1.369,0.145,598.25,0.632,0.628,0.021,0.312,1.169,0.353,0.98,0.565,0.78
0.001,0.367,0.011,0.272,492.6,2.306,0.004,0.115,0.062,163.802,0.01,0.968,0.951,0.238,2.508,0.757,0.083,0.614,0.782
0.656,0.957,0.028,0.955,7979.8,0.488,0.012,0,0.815,964.706,2.78,0.186,0.216,0.04,1.385,0.543,0.307,7.922,0.886
0.002,0.678,0.009,0.758,2218.4,0.033,1.904,4.692,0.164,4611.333,4.176,0.64,0.266,0.2,0.682,1.902,0.667,1.376,0.004
2.49,2.995,0.64,0,1383.2,1.087,0.054,0.107,2.419,1424.293,6.52,0.002,0.29,2.15,0.243,0.1,2.172,0.456,0.001
14.218,3.065,0.007,0.544,245.4,0.075,0.03,0.07,0.623,8.72,3.857,0.165,0.004,0.015,0.636,1.793,1.279,0.002,0.047
8.163,0.006,2.465,0.406,3017.9,0.216,0.566,0,1.489,20.501,2.606,1.641,0.956,1.842,0.053,0.184,4.015,2.476,6.317
0.091,3.042,0.781,6.656,2438.6,0.098,0.011,0.052,0.599,403.926,0.015,1.029,2.139,2.16,0.003,0.162,0.086,3.369,0.004
0.239,5.874,0.162,3.564,1105.3,0.086,0.459,1.02,0.372,531.288,9.271,1.134,0.316,0.137,0.689,0.454,0,0.16,0.052
0.053,3.291,0.146,0.081,89.8,0.072,0.584,0.798,0.002,148.368,1.717,0.357,2.743,0.064,0.061,1.345,0.266,0.484,0.653
3.663,0.928,0.132,2.905,946.9,0.031,0.848,0.039,0.038,371.229,0.001,4.314,0.369,0.668,0.601,0.533,0.182,1.243,0.029
7.64,1.078,0.929,1.76,1049.5,1.596,0.377,0.263,0.093,2800.645,0,0.147,1.443,1.997,3.562,0.599,0.001,1.391,0.457
0.566,0.331,0.03,0.015,860.2,0.042,1.857,0.459,0.054,155.109,0.107,0.914,0.718,0.189,0.328,0.206,3.794,0.966,2.834
1.285,1.824,0.447,1.522,1956,2.939,0.017,2.364,0.355,1092.537,0.005,1.509,0.06,0.386,0.446,0.459,0.515,2.543,0.217
0.546,5.302,2.936,1.665,2317.7,0.222,0.682,0.979,2.835,2121.247,11.286,1.826,0.092,0.167,1.072,0.152,1.343,0.739,0.342
12.519,0.564,1.309,0.293,662.2,1.674,0.024,5.681,2.297,0.172,0.005,1.984,0.769,0.112,0.031,0.942,1.175,0.846,1.858
1.566,0.057,1.157,0.044,4950.4,3.043,2.338,1.579,0.195,55.76,3.151,2.847,0.042,1.292,0.155,0.086,2.409,4.383,1.417
0.01,1.024,0.055,0.823,187.9,3.779,0.41,0.241,0.043,66.176,0.244,1.008,0.176,0.292,7.205,0.904,3.673,0.399,0
0,3.479,0.135,0.212,2740.3,0.024,0.26,0.025,1.371,313.456,0.021,0.335,0.076,0.349,0.337,0.543,0.112,3.8,1.147
0.002,0.271,2.282,0,406.5,0.239,0.226,0.022,0.128,838.658,0.013,0.408,0.362,0.196,3.145,0.002,0.763,0.497,0.561
0.061,5.279,0.129,7.166,830.9,0.945,0.047,0.421,1.805,21.417,7.899,0.135,0.49,3.665,0.453,2.386,0.009,0.091,0
19.524,0.06,0.076,0.263,1091.5,3.061,0.231,1.11,3.21,2463.379,0.515,0.097,0.105,0.001,0.713,0.002,0.9,1.028,0.646
0.05,6.126,0.028,0.018,1682.5,1.403,0.42,1.294,0.089,3.213,10.947,1.602,3.459,2.648,0.089,0.309,0.023,0.376,0.065
0.055,10.957,5.117,1.685,8680.7,0.491,0.207,0.028,3.136,215.263,30.305,0.961,0.408,1.485,0.002,0.007,1.892,3.723,0.061
0.046,0.165,0.025,0.003,2336.1,0.04,2.299,1.971,0.507,832.486,1.019,0.644,0.904,0.878,0.559,0.061,0.344,2.232,0.151
0.108,0.617,0.175,0.078,3805.3,1.098,0.076,0.043,1.486,1519.047,5.867,3.765,0.475,0.014,1.087,0.074,2.073,2.573,1.024
0.161,0.428,0.003,0.172,1059.2,0.419,0.492,0.354,2.53,1757.944,0.121,3.033,2.978,1.295,0.382,0.252,0.304,1.198,0.54
19.759,3.81,0,0.351,525.5,0.074,0.519,5.381,0.068,1881.485,1.105,0.698,0.074,1.214,0.043,2.572,0.254,1.249,0.28
0.008,0.539,0.133,0,950.3,1.52,0.283,0.479,3.01,2134.829,2.273,0.285,0.447,3.54,0.291,0.033,0.337,0.522,0.031
0.35,4.453,0.091,1.156,818.4,0.101,0.058,0.023,1.045,909.496,1.058,0.167,0.126,2.547,0.187,4.155,0.005,1.739,1.542
0,1.845,0.667,0.118,1057.1,1.581,2.394,0.872,0.036,8.764,4.4,0.459,0,2.295,1.093,0.236,0.06,0.392,2.535
0,0.468,0.001,0.158,580.8,0.172,0.139,0.029,0.004,976.507,0.007,1.742,1.465,1.022,2.498,0.208,0.431,0.734,0.017
0.135,0.063,0.035,0.867,12.9,2.502,0.015,6.405,0.054,658.406,0.014,0.398,0.422,1.375,1.979,1.165,0.951,0.026,0.598
0.137,1.338,1.776,0.67,1249.8,1.298,0.235,0.416,0,255.189,0,0.465,1.646,3.336,0.582,2.92,0.061,1.671,1.484
0.003,0.84,1.152,1.162,495.9,0.027,0.377,0.135,1.852,1582.112,0.029,0.296,1.283,5.672,0.857,1.839,1.151,0.736,0.302
0.369,0.007,1.687,0.31,2346.9,0.759,0,0.066,2.445,131.827,2.073,1.17,0.368,4.155,0.037,1.691,0.111,1.914,1.861
0.004,0.015,4.664,0.455,114.2,4.809,0.215,0.505,0,570.86,0.038,0.969,0.006,0.349,4.484,0.001,0.213,0.114,1.163
0.525,0.381,0.009,0.215,386.6,2.191,0.08,0.92,1.238,147.639,0,0.204,6,0.697,5.08,2.836,0.066,0.508,0.413
0.102,0.113,1.097,0.944,7912.3,1.521,0.158,0.076,1.456,1795.739,7.838,2.68,0.597,1.373,0.692,1.868,3.516,6.241,0.233
0.141,1.018,1.227,4.092,1342,2.767,1.241,1.431,1.238,576.114,3.649,0.004,0.075,1.22,0,0.047,3.025,0.683,0.154
0.003,2.96,5.091,2.312,672.3,0.002,0.624,0.978,0.058,36.393,0.585,0.013,0.281,2.019,0.017,0.727,0.819,1.324,0.023
0.192,7.616,0.032,0.066,17.5,0.28,0.592,0.555,0.496,504.763,5.207,0,0.497,1.222,0.315,0.582,0.211,0.581,1.266
0.015,0.466,0.003,3.576,2741.2,0.018,0.01,1.642,0.084,2200.272,4.282,0.306,1.245,0.007,0.287,0.132,0.117,1.844,0.957
0.008,5.739,0.366,0.846,4198.4,0.058,0.728,0.006,0.009,1835.44,0.066,0.272,2.287,0.546,1.879,0.148,2.496,5.92,0.001
0.832,0.109,2.89,0.391,0,1.233,0.429,0.068,1.61,2559.567,0.081,1.146,2.357,0.003,0.238,0.824,0.689,0.006,0.026
0.041,0.66,2.252,0.081,329.2,2.412,0.321,0.002,0.239,646.426,1.484,0.747,0.239,0.936,0.501,0.571,0.033,0.113,0.004
0.461,4.233,1.213,0.84,32.4,0.001,0.084,1.332,3.482,392.804,3.801,0.1,0.038,0.591,2.094,0.27,1.839,0.098,2.804
26.181,0.525,0.119,0.443,3643.6,0.026,3.455,2.237,0.729,1011.601,5.437,0.03,4.061,0.23,1.495,0.122,0.203,2.496,4.494
1.186,0.826,0.096,2.729,21.8,0.549,0.395,0.196,0.497,4712.606,0.849,0.828,2.115,0.663,0.512,2.91,0.617,0.006,0.328
0.001,0.277,0.001,3.938,23,0.002,0.019,0.339,0,16.483,0.104,0.985,0.343,1.093,0.768,1.171,0.063,0.068,0.086
0.43,0.002,3.45,0.156,2490.2,0.335,0.002,0.003,0.401,503.741,2.084,0.012,0.145,0.365,3.235,0.006,0.007,2.061,0.496
0,2.869,0.094,0.133,2311,0.041,0.442,0.34,1.016,50.316,0.014,0.321,0.055,0.285,0.323,0.435,1.287,3.189,1.022
0.262,1.218,0.429,0.039,1156.6,1.327,0.02,1.231,0.122,279.779,0,1.124,1.054,9.319,0.043,0.33,1.463,1.541,2.725
0.047,2.79,0.011,1.261,2275.2,0.26,1.687,0.004,0.317,23.422,0.012,0.638,0.527,0.077,5.8,0.428,0.172,3.131,0.586
10.346,0.004,0.33,1.42,91.4,4.007,1.133,0.891,0.178,623.399,0.045,0.128,1.518,2.484,0.047,0.01,0.23,0.085,0.089
0.261,0.753,0.014,0.054,2432.3,0.006,1.651,1.514,2.112,3217.086,4.601,0.902,4.608,3.84,0.108,0.953,0.204,1.505,1.124
0.14,0.148,0.662,2.601,4922.1,0.254,0.001,0.215,0.128,3618.54,5.345,0.008,0.166,0.472,0.37,0.114,0.029,3.774,0.017
0.522,1.497,4.468,0.001,150.7,0.005,1.353,0.027,0.681,876.862,0.515,0.088,0.636,0.092,0.615,2.039,0.063,0.409,2.852
0.017,2.348,0.013,0.017,1563.6,0.005,0.045,0.13,0.769,1.615,5.988,0.239,1.4,2.28,0.631,0,0.106,0.623,0.003
0,1.276,3.092,0.358,785.6,0.168,1.124,0.98,0.552,303.403,0.037,1.999,0.279,0.018,0.23,0.549,1.181,1.154,0.26
0.036,3.748,0.605,0.539,1352.6,0.756,0.008,2.14,0.44,75.735,0.418,0.003,2.218,0.997,0.092,0.633,4.943,2.295,0.009
0,2.992,8.206,1.367,3372.4,0.025,2.784,0.082,2.209,2274.6,9.868,0.027,0.125,2.369,0.051,1.554,1.558,1.639,0.036
4.42,2.065,0.579,0.267,2562.5,0.016,1.111,0.067,0.433,987.82,7.164,0.261,0.373,0.065,2.064,0.553,0.035,1.282,0.036
0.491,2.518,0.007,0.575,668.7,0.62,0.167,2.386,0.871,54.89,4.447,0.57,0.003,0.53,0.166,0.622,0.698,0.145,1.237
1.359,3.11,0.003,0.966,412.5,2.167,7.877,0.256,2.031,5844.519,0.923,0.572,3.31,0.001,0.098,5.328,0.003,0.996,5.266
0.538,10.545,0.002,0.05,10238.9,0.128,0.293,1.035,0.331,171.881,32.222,0.519,2.33,0.159,1.344,3.869,0.344,4.736,1.147
0,0.114,1.329,1.96,2318.7,1.106,0.232,0.022,0.001,4088.799,2.725,4.194,0.125,0.764,4.236,0.243,0,1.733,0.162
0,3.041,0.985,0.296,2436.7,1.022,0.001,0.163,0.483,9701.924,0.016,0,0.117,6.196,0.004,0.695,1.836,3.367,0.001
0.26,2.067,2.327,0.065,1693.2,3.434,0.007,0.001,0.051,6558.094,5.81,0.394,2.442,0.695,0.029,2.665,0.779,0.736,0.127
0.011,0.704,0.181,0.019,778.1,3.777,6.171,0.003,1.656,89.274,0.003,0.02,0.408,1.118,0.544,0.002,0.02,1.006,2.399
0.872,2.116,0.85,1.261,25067.7,0.059,5.999,3.128,0.378,1062.433,10.23,0.186,1.511,1.335,0.322,0.255,1.529,24.242,2.14
0.008,0.033,0.181,0.067,2415.3,0.221,0.219,0.184,0.336,0.904,1.51,0.173,2.988,2.929,0.863,0.313,1.561,2.147,0.016
0.03,0.108,0.545,3.476,14.8,2.352,1.765,0.07,0.568,475.595,0.031,0.162,0,0.517,1.952,0.349,0.442,0.035,0.363
0.134,0.696,0.129,0.007,769.4,0.82,0.764,0.022,0.205,6711.012,0.003,1.61,0.215,0.1,1.089,1.296,0,0.994,4.797
0.205,2.267,0.639,0.949,175.7,0.255,0.053,0.014,0.464,2473.929,2.833,0.108,0,0.069,0.416,0.537,0.198,0.001,0.03
39.219,4.437,0.715,0.003,1228,0.026,3.388,0.764,0.024,39.589,7.95,0.403,6.054,0.007,0.477,0.094,0.717,0.276,0.014
4.755,0.002,0.003,1.688,3939.3,1.578,0,1.017,0.016,659.116,3.265,0.979,2.723,0.155,1.303,2.197,0.035,3.268,0.271
0.59,0.266,0.503,0.25,3082.8,0.789,0.138,0.469,0.844,757.806,1.248,0.005,0.527,0.019,0.303,0.481,0.707,2.985,0.024
0.004,1.194,3.579,0.866,10050.1,0.088,0.476,0.366,0.015,111.512,14.26,0.324,0.04,2.069,0.676,0.817,2.062,7.021,0.014
0.014,1.985,0.53,2.5,57.4,2.468,1.388,1.181,0.012,1105.825,1.023,1.169,0.017,0.105,1.035,0.307,0.006,0.299,0.191
0,3.967,0.002,0.248,523.2,0.749,1.303,1.287,0.766,679.111,1.182,0.039,0.236,0.989,0.176,0.352,1.697,1.266,0.246
0.276,0.001,0.382,2.151,4717.8,0.392,1.355,0.228,0.156,132.012,3.836,0.979,0.761,2.524,0.435,0.411,1.741,3.934,0.292
0,1.965,0.026,0.097,99.5,1.021,0.108,0.139,1.761,1254.044,2.25,1.073,0.963,0.725,0.402,0.721,0.024,0.001,0.062
16.673,5.63,0.685,1.348,20.9,0.874,0.659,0,0.159,101.157,3.743,1.289,0.191,0.359,0.531,0.629,0.184,0.467,2.82
0,1.122,0.112,2.441,112.6,0.193,0.126,5.542,1.262,675.702,1.489,0.387,2.112,3.248,0.002,0.757,4.103,0.004,1.254
0.063,0.482,2.263,0.286,1708.2,0.364,0.049,0.355,0.392,50.054,3.13,1.264,0.132,0.74,0,0.3,0,1.073,0.064
5.244,2.389,2.737,1.713,825.6,0.343,1.168,0.113,0.213,81.617,0.285,3.557,0.036,0.139,0.132,3.165,1.47,1.419,0.759
1.053,1.77,1.913,0.487,2123.5,2.905,0.003,1.828,0.465,701.128,6.033,1.221,0.182,1.917,1.368,4.525,2.25,1.052,0.478
0.009,1.153,0.468,0.268,1110.9,0.011,0.073,0.025,1.136,4232.38,0,0.089,1.878,0.517,0.103,0.17,0.495,1.476,0.087
8.902,0.456,0.066,0.978,2439.3,0.658,0.015,0.024,3.552,103.866,0.648,0.861,0.72,1.399,0.281,0.253,0.021,2.52,0.031
0.969,1.604,2.585,0.51,0.3,1.883,0.087,3.654,0.929,528.981,1.246,0.362,0.075,0.534,3.739,0.014,1.279,0.078,2.503
0.587,2.561,1.677,0.001,2256.4,0.397,0.753,0.19,0.39,2538.131,7.457,0.347,0.059,0.087,2.401,2.088,0.931,1.008,0.194
4.1,3.564,0.626,0.472,1735.5,0.15,1.605,5.656,0.147,1026.833,7.931,2.32,3.76,0.382,0.989,0.104,0.007,0.59,0.836
0.001,2.355,0.176,0.24,411.4,2.217,1.591,0.001,0.179,46.056,3.634,1.008,0.361,0.398,0.005,0.001,0.141,0.053,0.738
0.255,0.96,0.527,0.124,965,0.085,0.018,1.753,0.232,13.088,0.001,0.036,0.033,6.78,10.718,0.002,0.841,1.271,0.034
1.752,0.916,0.909,0.145,933.1,0.831,1.694,0.66,0.338,774.629,0.001,1.459,0.194,0.637,0.102,2.768,0.257,1.226,0.002
5.922,1.23,0.001,0.003,3440.2,1.114,0.006,3.336,0.203,1186.797,6.853,3.291,0.024,0.241,0.412,1.827,0.163,2.077,1.561
0,1.827,0.743,1.376,603.1,0.029,0.026,0.05,0.004,1134.839,3.489,0.157,0.318,2.011,0.172,0.447,1.095,0.158,0.108
0.031,3.419,0.083,0.003,379.4,0,0.013,1.388,0.356,259.686,4.653,0.138,0.033,0.007,4.813,1.742,1.583,0.018,0.289
0.001,0.883,0.603,0.034,909.9,0.046,1.437,0.018,0.012,173.792,0.001,0.281,1.62,0.035,0.068,5.195,0.113,1.192,1.016
0.002,0.787,0.052,0.064,2385.4,4.23,0.29,2.697,2.653,717.904,4.614,0.421,0.026,2.743,0.574,1.606,3.199,1.461,1.999
0.89,0.036,0.677,0.327,3450.6,0.152,0.584,2.228,0.304,1.29,3.32,0.691,0.532,0,0.016,0.002,2.136,2.746,0.286
0,5.737,0.191,0.795,5104.4,0.158,0.768,0.001,0.251,0,16.786,0.035,1.003,0.685,0.282,0.007,0.577,2.289,0.57
0.42,1.936,0.175,1.471,1670.9,2.424,0.783,0.269,0.003,2815.621,0.003,2.094,0.003,0.853,0.729,0.661,7.033,2.272,0.062
51.133,1.266,0.455,0.951,1191.9,0.175,1.968,0.923,0.07,904.624,0,0.906,0.046,1.317,0.455,0.808,0.036,1.591,0.192
0.049,6.347,1.323,3.812,715.5,0.004,1.128,0.017,0.017,49.683,2.064,0.375,0.104,0.625,0.332,0.108,0,1.85,0.018
0.008,5.509,0.47,0.124,11.7,3.335,0.219,2.629,0,26.125,3.782,0.917,0.505,1.56,0.018,0.006,1.856,0.415,0.104
0,3.038,0.004,0.288,548.3,0.104,0.907,2.193,0.185,997.044,0.732,2.225,0.351,0.11,0.006,0.603,1.079,1.173,0.061
0.275,14.159,0.365,2.503,7661.3,1.015,1.866,3.641,1.407,881.991,32.944,0.155,0.037,1.178,0.364,2.103,0.633,2.759,3.723
0,1.242,0.412,0.617,351.3,0.138,1.96,0.038,1.069,3.54,0.194,1.174,0.257,0.003,0.987,4.019,1.793,0.643,0.111
3.39,0.115,0.242,0.215,1253.3,0.507,0.033,1.668,2.31,1722.554,0.494,0.039,0.042,1.805,0.045,0.649,0.009,1.219,1.492
3.624,0.426,0.56,2.065,407.1,0.312,0.179,0.028,0.791,935.013,1.292,0.224,1.378,2.799,0.476,0.22,0.08,0.187,3.002
0,4.988,0.56,0.109,908.4,0.133,0.029,0.023,0.985,6.509,1.193,1.165,1.822,0.005,0.293,0.281,0.073,1.937,0.782
2.11,0.023,0.268,0.007,1564.6,0.107,0.699,0.081,0.024,344.192,0.968,0.941,1.15,1.623,0.175,0.269,0.173,1.394,0.529
0.048,5.33,0.549,0.38,3938.6,1.944,0.949,0.748,0,11.875,0.057,2.227,0.371,0.027,1.083,1.328,1.785,5.541,0.001
0.297,1.146,0.2,0.858,257.7,3.265,0.091,1.424,1.485,127.02,0.229,0.586,0.992,0.231,0.158,2.246,0.379,0.509,1.017
0.001,2.664,0.461,0.027,1681.2,0.844,0.101,0.041,0.314,267.256,0.069,1.191,0.011,1.02,0.021,0.181,0.338,2.455,0.149
0.004,0,5.038,0.575,747.2,1.922,1.935,0.332,0.393,1856.918,0.609,0.073,0.118,0.007,0.664,0,0,0.623,3.287
0.015,2.045,1.781,1.699,791.1,0.796,2.891,1.23,0.563,1021.726,0.203,0,0.035,0.146,0.195,0.094,0.582,1.315,0.225
0.505,3.753,0.14,0.072,2905.9,0,3.007,0.224,0.223,715.876,0.027,0.084,3.83,0.386,0.681,0.084,0.713,4.046,6.912
0.001,0.057,0.012,1.218,301.1,0.221,0.959,0.031,2.568,878.75,0.486,0.392,0.671,0.321,0.176,0.085,0.16,0.2,0.088
1.58,0.645,1.088,3.153,726.9,8.484,0.135,1.566,0.44,634.693,0.004,0.097,0.097,1.002,2.323,0.174,2.088,0.936,4.089
0,1.296,2.424,1.831,1219.9,1.932,0.228,0.701,1.13,37.934,0,1.576,5.471,5.058,0.383,0.044,1.075,1.628,2.884
0.176,1.504,0.373,0.297,569.5,1.369,0.516,4.817,0.664,21.665,3.025,0.025,1.866,4.283,0.465,0.679,1.408,0.165,0.851
0.189,0.526,1.692,2.841,154.6,0.585,5.127,0.08,0.28,539.63,0.078,8.18,0.376,0.262,1.077,0.591,1.154,0.279,0.005
0.003,8.461,0.377,0.063,76,0.828,1.609,0.01,0.11,179.708,5.215,5.551,0.835,0.165,1.013,2.708,0.198,0.862,2.564
0.173,0.719,0.205,1.557,1760,3.72,0.18,0.038,1.791,1725.289,3.686,0.426,0.142,0.446,0.151,0.017,0.672,1.037,0.702
0,0.211,0.122,0.134,1538.9,0.882,0.256,0.259,0.002,1829.504,0.499,0.023,0.154,0.659,0.864,2.589,1.51,1.545,0.338
0.184,0.677,1.788,3.444,753.4,0.976,0.178,0.833,1.047,48.396,0.003,0.016,3.507,0.209,0.025,2.445,0.158,0.973,0.005
0.01,0.179,0.223,0.043,1354.9,0.321,0.002,0.019,0.016,845.035,0.449,1.475,0.405,0.398,0.099,0.461,0.029,1.356,0.001
1.206,0,0.079,0.541,11063.2,2.609,3.123,2.284,0.539,331.785,8.872,0.095,1.511,0.081,2.125,1.375,0.029,9.258,6.177
0.527,1.212,0.46,1.582,940.9,0.26,0.326,0.24,0.11,656.462,0.009,1.147,3.811,1.477,0.14,0.307,1.892,1.309,5.536
0.438,1.721,0.217,0.015,1693.2,0.555,0.151,1.706,0.704,104.291,0,0.633,0.018,0.464,1.091,0.988,0.026,2.24,0.192
